rank,Youtuber,subscribers,video views,video count,category,started
292,BuzzFeedVideo,"20,300,000","17,755,714,250","7,347",People & Blogs,2011
293,Brave Wilderness,"20,300,000","4,606,459,332",718,Pets & Animals,2014
294,D Billions,"20,200,000","21,872,499,520",429,,2019
295,Avicii,"20,200,000","9,499,913,181",149,Music,2009
296,REACT,"20,100,000","12,940,702,514","3,885",Entertainment,2007
297,LazarBeam,"20,100,000","8,389,982,773","1,258",Gaming,2015
298,StarPlus,"20,100,000","12,116,551,500","12,702",Entertainment,2006
299,AuthenticGames,"20,100,000","8,852,635,760","4,638",Gaming,2011
300,Vevo,"20,000,000","546,905,035","1,519",Music,2006
301,Skrillex,"20,000,000","6,307,539,008",180,Music,2010
302,Rotana,"20,000,000","16,480,938,259","8,109",Music,2012
303,Ultra Movie Parlour,"20,000,000","4,930,920,530","1,302",Movies,2011
304,SlivkiShow,"20,000,000","4,345,234,891",426,Entertainment,2012
305,HaerteTest,"20,000,000","3,027,361,293","1,160",Science & Technology,2011
306,5-Minute Crafts PLAY,"19,900,000","5,616,881,420","4,440",Howto & Style,2017
307,Alan Becker,"19,900,000","4,321,286,202",116,Film & Animation,2006
308,JennaMarbles,"19,900,000","1,761,774,908",250,Comedy,2010
309,Mnet K-POP,"19,800,000","15,394,134,862","29,028",Entertainment,2006
310,Lyrical Lemonade,"19,800,000","9,563,010,656",408,Entertainment,2013
311,Pencilmation,"19,800,000","10,849,211,839","1,153",Film & Animation,2007
312,Tlnovelas,"19,700,000","12,776,498,114","29,574",News & Politics,2013
313,Pentatonix,"19,700,000","5,694,327,707",235,Music,2011
314,Totoy kids - Português,"19,700,000","3,826,474,945",174,Film & Animation,2014
315,LankyBox,"19,600,000","25,787,517,689","5,545",Comedy,2016
316,toyorbabytv,"19,600,000","13,978,892,435","1,057",Music,2012
317,Vlad and Niki Arabic,"19,600,000","9,147,535,900",417,,2018
318,shane,"19,600,000","4,269,173,489",566,People & Blogs,2005
319,Marvel Entertainment,"19,500,000","5,098,361,752","7,989",Entertainment,2005
320,Noor Stars,"19,500,000","2,545,886,796",627,Comedy,2014
321,GMA Public Affairs,"19,400,000","11,968,987,179","37,390",Entertainment,2009
322,Romeo Santos,"19,400,000","14,819,598,563",28,Music,2005
323,Got Talent Global,"19,400,000","7,383,775,138","2,454",Entertainment,2013
324,Dr. Vivek Bindra: Motivational Speaker,"19,400,000","1,478,660,028",683,Education,2013
325,Linkin Park,"19,300,000","11,783,975,855",592,Music,2006
326,Gordon Ramsay,"19,300,000","3,631,748,240","1,287",Entertainment,2006
327,Troom Troom Es,"19,200,000","7,139,476,227","2,591",People & Blogs,2016
328,Gusttavo Lima Oficial,"19,200,000","11,815,001,366",335,Music,2010
329,Kinder Spielzeug Kanal,"19,200,000","9,413,508,600",699,Entertainment,2015
330,Infinite,"19,200,000","4,383,533,818","1,517",Entertainment,2014
331,Deddy Corbuzier,"19,200,000","4,075,368,246","1,132",Entertainment,2009
332,Minecraft - Topic,"19,100,000",0,0,,2013
333,Robin Hood Gamer,"19,100,000","9,328,209,625","3,750",Entertainment,2014
334,★ Kids Roma Show,"19,100,000","6,410,853,410",589,People & Blogs,2015
335,Fatos Desconhecidos,"19,100,000","3,252,868,093","5,240",Entertainment,2013
336,JukiLop,"19,100,000","1,540,403,509",85,People & Blogs,2017
337,Crafty Panda,"19,000,000","5,672,497,949",613,People & Blogs,2017
338,Kurzgesagt – In a Nutshell,"19,000,000","2,052,293,685",161,Education,2013
339,DLS News,"19,000,000","1,946,197,106","3,559",News & Politics,2017
340,NBA,"18,900,000","10,791,851,871","42,086",Sports,2005
341,Jimmy Kimmel Live,"18,800,000","12,472,520,905","6,073",Entertainment,2006
342,The ACE Family,"18,800,000","4,497,282,091",668,People & Blogs,2016
343,Clash of Clans,"18,800,000","3,623,586,697",553,Gaming,2013
344,Sun TV,"18,700,000","13,622,998,578","34,648",People & Blogs,2016
345,Ninja Kidz TV,"18,700,000","9,145,485,770",267,Entertainment,2017
346,Netflix India,"18,700,000","5,228,700,571","2,707",People & Blogs,2016
347,Beast Reacts,"18,700,000","2,528,480,817",215,People & Blogs,2016
348,Britain's Got Talent,"18,600,000","10,512,530,241","3,735",Entertainment,2008
349,TRT Originals Urdu,"18,600,000","7,370,103,100",740,Entertainment,2020
350,Lil Nas X,"18,600,000","5,659,051,618",37,Music,2018
351,Calvin Harris,"18,500,000","14,886,853,329",76,Music,2007
352,Green Gold TV - Official Channel,"18,500,000","8,985,315,647","1,090",Film & Animation,2011
353,TheWillyrex,"18,500,000","6,957,319,094","6,798",Comedy,2011
354,Cardi B,"18,500,000","7,069,624,864",60,People & Blogs,2016
355,invictor,"18,500,000","7,050,721,828","2,106",Gaming,2013
356,shakiraVEVO,"18,400,000","22,257,341,033",189,Music,2009
357,CKN,"18,300,000","18,786,377,776",814,Entertainment,2015
358,Official Pink Panther,"18,300,000","9,942,133,522",629,Film & Animation,2013
359,Sonotek,"18,300,000","7,133,240,982","8,169",Entertainment,2011
360,MiawAug,"18,200,000","5,236,302,709","3,287",Gaming,2014
361,KBS WORLD TV,"18,200,000","13,926,619,677","58,485",Entertainment,2007
362,Turma da Mônica,"18,200,000","13,088,159,940","1,094",Film & Animation,2012
363,CookieSwirlC,"18,200,000","20,938,593,710","3,571",Entertainment,2013
364,David Dobrik,"18,200,000","7,087,407,988",536,People & Blogs,2014
365,Unbox Therapy,"18,200,000","4,332,532,776","2,053",Science & Technology,2010
366,The Royalty Family,"18,200,000","4,490,004,408",633,People & Blogs,2017
367,A_S Gaming,"18,200,000","2,476,464,261",932,Gaming,2016
368,HiMan,"18,200,000","2,367,699,484",326,People & Blogs,2014
369,BabyBus - Cerita & Lagu Anak-anak,"18,100,000","10,232,250,581",672,Education,2019
370,Dan-Sa / Daniel Saboya,"18,100,000","6,165,702,828","2,062",Music,2007
371,Vania Mania Kids,"18,100,000","6,908,411,472",825,People & Blogs,2015
372,PDK Films,"18,100,000","3,910,330,714",108,Entertainment,2009
373,GEN HALILINTAR,"18,100,000","3,178,960,318",969,Entertainment,2015
374,ElTrollino,"18,000,000","5,486,103,239","1,517",Entertainment,2013
375,Мирошка ТВ,"18,000,000","4,603,751,673",84,Education,2018
376,TheOdd1sOut,"18,000,000","4,023,496,321",113,Comedy,2014
377,INCRÍVEL,"18,000,000","3,017,467,860","5,682",People & Blogs,2017
378,Emiway Bantai,"18,000,000","3,038,899,728",201,Music,2013
379,Vsauce,"18,000,000","2,415,927,927",391,Science & Technology,2007
